GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "00000","United States", ,MAINC30,10,"...","Personal income (millions of dollars)","Millions of dollars",791229.0,855525.0,924613.0,1016408.0,1133468.0,1244912.0,1362505.0,1495704.0,1651632.0,1855849.0,2073257.0,2313160.0,2592915.0,2779794.0,2968676.0,3279488.0,3510471.0,3719647.0,3946593.0,4267813.0,4609667.0,4897821.0,5067291.0,5409920.0,5648732.0,5940128.0,6286143.0,6673186.0,7086935.0,7601594.0,8001563.0,8650325.0,9001839.0,9155663.0,9480901.0,10028781.0,10593946.0,11372589.0,12002204.0,12438527.0,12051307.0,12541995.0,13315478.0,13998383.0,14175503.0,14983140.0,15711634.0,16115630.0,16820250.0
 "00000","United States", ,MAINC30,45,"..."," Net earnings by place of residence","Millions of dollars",609767.0,647228.0,691113.0,760604.0,843628.0,908874.0,970319.0,1072073.0,1190833.0,1344996.0,1495859.0,1618672.0,1765899.0,1845301.0,1962663.0,2175598.0,2335155.0,2484740.0,2674253.0,2899920.0,3083262.0,3271097.0,3361240.0,3605733.0,3761599.0,3950293.0,4143678.0,4402705.0,4702424.0,5084084.0,5440247.0,5896481.0,6135866.0,6253448.0,6468388.0,6849968.0,7170317.0,7601266.0,7909377.0,8029232.0,7728638.0,8044221.0,8531667.0,8956340.0,9132669.0,9538096.0,9910063.0,10131013.0,10603746.0
 "00000","United States", ,MAINC30,50,"..."," Personal current transfer receipts","Millions of dollars",62322.0,74733.0,88248.0,98130.0,112848.0,133639.0,170424.0,184845.0,195111.0,210561.0,236376.0,280874.0,319762.0,356141.0,384671.0,401232.0,425761.0,451711.0,468094.0,497410.0,544186.0,597231.0,668048.0,747939.0,792906.0,828880.0,883374.0,929128.0,954797.0,983878.0,1026144.0,1087280.0,1192565.0,1285190.0,1347228.0,1421206.0,1516711.0,1613814.0,1728065.0,1955082.0,2146693.0,2325117.0,2358654.0,2362988.0,2424297.0,2540294.0,2683000.0,2778025.0,2859632.0
 "00000","United States", ,MAINC30,60,"...","  Income maintenance benefits 1/","Millions of dollars",7275.0,9897.0,12220.0,13398.0,13935.0,17887.0,21480.0,23998.0,24773.0,25234.0,28026.0,34933.0,38209.0,38919.0,41936.0,43256.0,44886.0,47513.0,48653.0,52986.0,58178.0,65441.0,74771.0,86836.0,92509.0,98210.0,104951.0,107701.0,106158.0,107098.0,109356.0,110582.0,113847.0,124986.0,137644.0,149094.0,165905.0,170430.0,180646.0,196000.0,230848.0,256034.0,264137.0,267614.0,271171.0,271015.0,272711.0,269922.0,268123.0
 "00000","United States", ,MAINC30,70,"...","  Unemployment insurance compensation","Millions of dollars",2328.0,4200.0,6190.0,6051.0,4587.0,7038.0,18178.0,16551.0,13291.0,10292.0,10341.0,18662.0,17032.0,25338.0,26437.0,15996.0,15877.0,16572.0,14800.0,13448.0,14476.0,18208.0,26858.0,39628.0,34871.0,24012.0,21833.0,22406.0,20253.0,19856.0,20747.0,20989.0,32148.0,53736.0,53573.0,37084.0,32277.0,30899.0,33382.0,52014.0,131990.0,139715.0,107871.0,84439.0,63049.0,35774.0,32465.0,31908.0,29514.0
 "00000","United States", ,MAINC30,80,"...","  Retirement and other","Millions of dollars",52719.0,60636.0,69838.0,78681.0,94326.0,108714.0,130766.0,144296.0,157047.0,175035.0,198009.0,227279.0,264521.0,291884.0,316298.0,341980.0,364998.0,387626.0,404641.0,430976.0,471532.0,513582.0,566419.0,621475.0,665526.0,706658.0,756590.0,799021.0,828386.0,856924.0,896041.0,955709.0,1046570.0,1106468.0,1156011.0,1235028.0,1318529.0,1412485.0,1514037.0,1707068.0,1783855.0,1929368.0,1986646.0,2010935.0,2090077.0,2233505.0,2377824.0,2476195.0,2561995.0
 "00000","United States", ,MAINC30,90,"..."," Dividends, interest, and rent 2/","Millions of dollars",119140.0,133564.0,145252.0,157674.0,176992.0,202399.0,221762.0,238786.0,265688.0,300292.0,341022.0,413614.0,507254.0,578352.0,621342.0,702658.0,749555.0,783196.0,804246.0,870483.0,982219.0,1029493.0,1038003.0,1056248.0,1094227.0,1160955.0,1259091.0,1341353.0,1429714.0,1533632.0,1535172.0,1666564.0,1673408.0,1617025.0,1665285.0,1757607.0,1906918.0,2157509.0,2364762.0,2454213.0,2175976.0,2172657.0,2425157.0,2679055.0,2618537.0,2904750.0,3118571.0,3206592.0,3356872.0
 "00000","United States", ,MAINC30,100,"..."," Population (persons) 3/","Number of persons",201298000,203798722,206817509,209274882,211349205,213333635,215456585,217553859,219760875,222098244,224568579,227224719,229465744,231664432,233792014,235824907,237923734,240132831,242288936,244499004,246819222,249622814,252980941,256514224,259918588,263125821,266278393,269394284,272646925,275854104,279040168,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309338421,311644280,313993272,316234505,318622525,321039839,323405935,325719178
 "00000","United States", ,MAINC30,110,"..."," Per capita personal income 4/","Dollars",3931,4198,4471,4857,5363,5836,6324,6875,7516,8356,9232,10180,11300,11999,12698,13906,14755,15490,16289,17455,18676,19621,20030,21090,21733,22575,23607,24771,25993,27557,28675,30657,31589,31832,32681,34251,35849,38114,39844,40904,39284,40545,42727,44582,44826,47025,48940,49831,51640
 "00000","United States", ,MAINC30,120,"..."," Per capita net earnings 4/","Dollars",3029,3176,3342,3634,3992,4260,4504,4928,5419,6056,6661,7124,7696,7965,8395,9225,9815,10347,11037,11861,12492,13104,13287,14057,14472,15013,15561,16343,17247,18430,19496,20897,21532,21742,22296,23394,24264,25475,26257,26404,25193,26005,27376,28524,28879,29935,30869,31326,32555
