GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,10,"...","Personal income (millions of dollars)","Millions of dollars",6636.9,7268.6,7840.2,8874.8,10019.4,11328.5,12763.7,14533.9,16687.2,19435.0,22419.7,25861.2,29498.7,31303.5,33748.7,37900.3,41259.7,44495.0,48259.2,52814.8,56878.3,60264.4,62297.6,65961.5,67381.9,69577.4,73434.7,78878.8,85557.8,93150.0,99106.2,108883.9,113125.1,115729.7,122484.6,130099.0,139292.2,149663.5,150465.8,147963.3,139839.3,150072.4,157160.2,170609.1,169987.0,179141.0,193358.9,199441.6,208653.0
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,45,"..."," Net earnings by place of residence","Millions of dollars",5223.7,5604.7,5948.7,6784.1,7637.8,8504.8,9415.9,10874.1,12703.2,14905.9,17254.9,19599.3,21746.5,22665.4,24331.2,27351.9,29910.5,32533.8,35911.4,39502.1,41403.2,43948.3,45345.1,48167.0,49138.4,50540.2,52970.8,56910.0,62429.0,67932.8,73392.7,80784.8,84235.7,86315.4,91335.1,97340.9,101976.1,107737.8,106083.1,99922.1,95080.3,102813.7,105681.0,116505.3,116816.9,118745.4,126742.6,129989.1,136806.2
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,50,"..."," Personal current transfer receipts","Millions of dollars",368.6,467.2,569.2,624.6,709.9,874.7,1159.4,1277.0,1338.5,1451.6,1611.9,1870.8,2233.0,2528.1,2720.8,2857.8,3077.2,3319.0,3455.5,3704.4,4048.0,4425.5,4935.3,5664.0,6023.0,6159.1,6480.6,6816.3,6945.8,7203.9,7569.6,8136.4,9020.3,9784.5,10321.3,10836.2,11432.1,12280.4,12957.5,14966.0,16636.7,18397.7,18534.7,18562.6,19091.0,20124.9,21486.7,22223.6,22380.6
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,60,"...","  Income maintenance benefits 1/","Millions of dollars",32.9,48.2,68.8,71.3,65.8,87.7,111.4,130.4,143.8,144.7,156.4,194.4,220.4,243.3,267.1,265.7,265.1,280.4,301.9,348.5,406.8,489.4,588.6,702.6,777.8,849.4,916.8,952.6,899.8,912.1,940.1,973.6,975.8,1067.7,1158.1,1224.2,1319.2,1354.8,1399.4,1447.6,1667.8,1789.8,1873.5,1911.5,1973.0,2014.7,2054.6,1999.7,1947.4
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,70,"...","  Unemployment insurance compensation","Millions of dollars",24.3,47.5,60.7,47.0,37.9,64.1,154.4,129.7,83.3,66.7,48.1,78.4,91.3,182.4,196.4,107.8,108.6,113.3,90.0,83.8,85.4,119.0,209.8,347.6,364.0,226.3,178.6,151.1,122.9,114.0,124.4,156.3,222.1,508.2,472.8,324.4,267.8,255.1,288.5,574.8,1519.7,1744.0,1283.0,971.1,735.1,399.0,322.1,313.3,310.4
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,80,"...","  Retirement and other","Millions of dollars",311.4,371.6,439.8,506.3,606.2,722.8,893.5,1016.8,1111.3,1240.1,1407.4,1598.0,1921.3,2102.3,2257.3,2484.3,2703.6,2925.3,3063.6,3272.1,3555.8,3817.0,4136.9,4613.8,4881.2,5083.4,5385.2,5712.6,5923.1,6177.8,6505.2,7006.6,7822.4,8208.6,8690.4,9287.6,9845.2,10670.5,11269.6,12943.6,13449.2,14863.8,15378.2,15680.0,16383.0,17711.1,19110.0,19910.6,20122.8
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,90,"..."," Dividends, interest, and rent 2/","Millions of dollars",1044.5,1196.7,1322.2,1466.1,1671.8,1949.0,2188.4,2382.8,2645.5,3077.5,3552.9,4391.1,5519.3,6110.1,6696.7,7690.6,8272.0,8642.1,8892.3,9608.3,11427.2,11890.6,12017.2,12130.4,12220.4,12878.1,13983.3,15152.5,16182.9,18013.3,18143.9,19962.7,19869.1,19629.8,20828.2,21922.0,25883.9,29645.3,31425.2,33075.2,28122.4,28861.1,32944.5,35541.2,34079.0,40270.8,45129.7,47228.8,49466.2
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,100,"..."," Population (persons) 3/","Number of persons",1376796,1432621,1484217,1536789,1607146,1669064,1725693,1772685,1812147,1853136,1891962,1948067,2004806,2045925,2088886,2123362,2171930,2228895,2281486,2333101,2383920,2418986,2452691,2497014,2532639,2566599,2603678,2643996,2709277,2773187,2815933,2854513,2885457,2908245,2929376,2941711,2940055,2932261,2931629,2957593,2987177,3017116,3053465,3085386,3113649,3136750,3160576,3177703,3190400
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,110,"..."," Per capita personal income 4/","Dollars",4821,5074,5282,5775,6234,6787,7396,8199,9208,10488,11850,13275,14714,15300,16156,17849,18997,19963,21153,22637,23859,24913,25400,26416,26605,27109,28204,29833,31580,33590,35195,38144,39205,39794,41813,44226,47377,51040,51325,50028,46813,49740,51469,55296,54594,57110,61178,62763,65400
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC30,120,"..."," Per capita net earnings 4/","Dollars",3794,3912,4008,4414,4752,5096,5456,6134,7010,8044,9120,10061,10847,11078,11648,12881,13771,14596,15740,16931,17368,18168,18488,19290,19402,19692,20345,21524,23043,24496,26063,28301,29193,29680,31179,33090,34685,36742,36186,33785,31829,34077,34610,37760,37518,37856,40101,40907,42881
