GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,10,"...","Personal income (millions of dollars)","Millions of dollars",6636.9,7268.6,7840.2,8874.8,10019.4,11328.5,12763.7,14533.9,16687.2,19435.0,22419.7,25861.2,29498.7,31303.5,33748.7,37900.3,41259.7,44495.0,48259.2,52814.8,56878.3,60264.4,62297.6,65961.5,67381.9,69577.4,73434.7,78878.8,85557.8,93150.0,99106.2,108883.9,113125.1,115729.7,122484.6,130099.0,139292.2,149663.5,150465.8,147963.3,139839.3,150072.4,157160.2,170609.1,169987.0,179141.0,193358.9,199441.6,208653.0
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",6613.5,7243.2,7812.8,8842.2,9980.5,11275.9,12715.7,14482.5,16631.1,19381.2,22346.0,25753.6,29422.1,31215.5,33643.5,37787.4,41138.3,44365.7,48129.4,52685.9,56760.5,60141.6,62160.3,65852.8,67284.4,69476.0,73315.0,78745.7,85379.2,92965.7,98894.4,108656.4,112955.2,115559.1,122314.5,129938.1,139126.3,149477.5,150316.2,147800.7,139688.4,149961.9,157063.8,170508.0,169894.4,179070.2,193280.4,199386.3,208580.8
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,12,"..."," Farm income 2/","Millions of dollars",23.4,25.5,27.4,32.6,39.0,52.6,47.9,51.4,56.0,53.8,73.7,107.6,76.6,88.0,105.2,112.9,121.4,129.2,129.8,128.9,117.8,122.8,137.3,108.6,97.5,101.4,119.6,133.1,178.6,184.4,211.8,227.5,169.9,170.6,170.1,160.9,165.9,186.0,149.6,162.5,150.9,110.5,96.4,101.2,92.6,70.8,78.6,55.3,72.2
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,20,"...","Population (persons) 3/","Number of persons",1376796,1432621,1484217,1536789,1607146,1669064,1725693,1772685,1812147,1853136,1891962,1948067,2004806,2045925,2088886,2123362,2171930,2228895,2281486,2333101,2383920,2418986,2452691,2497014,2532639,2566599,2603678,2643996,2709277,2773187,2815933,2854513,2885457,2908245,2929376,2941711,2940055,2932261,2931629,2957593,2987177,3017116,3053465,3085386,3113649,3136750,3160576,3177703,3190400
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",4821,5074,5282,5775,6234,6787,7396,8199,9208,10488,11850,13275,14714,15300,16156,17849,18997,19963,21153,22637,23859,24913,25400,26416,26605,27109,28204,29833,31580,33590,35195,38144,39205,39794,41813,44226,47377,51040,51325,50028,46813,49740,51469,55296,54594,57110,61178,62763,65400
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,35,"...","Earnings by place of work","Millions of dollars",4234.7,4595.1,4880.2,5632.0,6462.5,7217.6,8024.9,9398.1,11184.0,13263.8,15421.5,17563.9,19989.7,21092.1,22938.8,26353.1,29212.1,32168.1,35893.8,40323.3,42625.7,45832.2,47007.2,50002.7,50503.8,51938.8,54287.4,57666.9,62708.1,69574.2,75910.7,83129.3,87457.2,90626.3,97773.9,105912.1,112613.0,119780.2,118903.5,113856.5,107654.8,114508.5,116707.2,127230.1,129274.6,132334.9,140485.5,145785.6,152837.5
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,36,"...","Less: Contributions for government social insurance 5/","Millions of dollars",284.0,303.1,331.1,405.8,536.8,618.1,671.0,799.4,972.4,1187.2,1446.7,1622.5,2009.0,2166.8,2391.1,2850.2,3192.1,3545.9,3943.4,4541.6,4863.2,5183.9,5315.2,5556.4,5611.4,5823.1,5998.6,6200.9,6677.1,7311.0,7938.7,8631.8,9262.7,9679.0,10525.1,11685.0,12381.0,12723.2,12607.0,12537.8,11865.0,12054.4,11175.4,11663.4,13512.2,14105.3,14959.8,15489.7,16112.0
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,37,"..."," Employee and self-employed contributions for government social insurance","Millions of dollars",145.8,155.9,169.0,202.5,265.7,308.3,336.5,388.9,468.7,560.8,689.4,764.4,965.1,1051.1,1147.7,1343.1,1539.0,1737.8,1970.0,2282.2,2439.9,2608.4,2719.8,2861.9,2900.6,3014.9,3134.1,3245.2,3466.0,3791.5,4121.5,4466.9,4777.3,4979.6,5317.5,5806.9,6203.0,6515.0,6523.1,6572.2,6357.4,6512.6,5338.7,5600.6,7280.3,7535.1,7980.1,8264.2,8615.9
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,38,"..."," Employer contributions for government social insurance","Millions of dollars",138.3,147.2,162.1,203.3,271.1,309.8,334.5,410.5,503.7,626.3,757.2,858.1,1043.8,1115.8,1243.4,1507.1,1653.1,1808.2,1973.4,2259.4,2423.3,2575.4,2595.5,2694.5,2710.8,2808.2,2864.6,2955.7,3211.1,3519.4,3817.2,4165.0,4485.4,4699.4,5207.5,5878.1,6178.0,6208.2,6083.9,5965.6,5507.6,5541.8,5836.7,6062.8,6231.9,6570.3,6979.7,7225.5,7496.0
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,42,"...","Plus: Adjustment for residence 6/","Millions of dollars",1273.1,1312.7,1399.6,1557.9,1712.1,1905.4,2062.0,2275.3,2491.5,2829.3,3280.0,3657.9,3765.7,3740.1,3783.5,3849.1,3890.5,3911.7,3960.9,3720.5,3640.7,3299.9,3653.1,3720.7,4246.1,4424.5,4682.1,5444.0,6398.1,5669.6,5420.7,6287.3,6041.2,5368.1,4086.2,3113.8,1744.1,680.9,-213.5,-1396.7,-709.6,359.6,149.2,938.6,1054.6,515.8,1216.8,-306.8,80.7
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,45,"...","Equals: Net earnings by place of residence","Millions of dollars",5223.7,5604.7,5948.7,6784.1,7637.8,8504.8,9415.9,10874.1,12703.2,14905.9,17254.9,19599.3,21746.5,22665.4,24331.2,27351.9,29910.5,32533.8,35911.4,39502.1,41403.2,43948.3,45345.1,48167.0,49138.4,50540.2,52970.8,56910.0,62429.0,67932.8,73392.7,80784.8,84235.7,86315.4,91335.1,97340.9,101976.1,107737.8,106083.1,99922.1,95080.3,102813.7,105681.0,116505.3,116816.9,118745.4,126742.6,129989.1,136806.2
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Millions of dollars",1044.5,1196.7,1322.2,1466.1,1671.8,1949.0,2188.4,2382.8,2645.5,3077.5,3552.9,4391.1,5519.3,6110.1,6696.7,7690.6,8272.0,8642.1,8892.3,9608.3,11427.2,11890.6,12017.2,12130.4,12220.4,12878.1,13983.3,15152.5,16182.9,18013.3,18143.9,19962.7,19869.1,19629.8,20828.2,21922.0,25883.9,29645.3,31425.2,33075.2,28122.4,28861.1,32944.5,35541.2,34079.0,40270.8,45129.7,47228.8,49466.2
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,47,"...","Plus: Personal current transfer receipts","Millions of dollars",368.6,467.2,569.2,624.6,709.9,874.7,1159.4,1277.0,1338.5,1451.6,1611.9,1870.8,2233.0,2528.1,2720.8,2857.8,3077.2,3319.0,3455.5,3704.4,4048.0,4425.5,4935.3,5664.0,6023.0,6159.1,6480.6,6816.3,6945.8,7203.9,7569.6,8136.4,9020.3,9784.5,10321.3,10836.2,11432.1,12280.4,12957.5,14966.0,16636.7,18397.7,18534.7,18562.6,19091.0,20124.9,21486.7,22223.6,22380.6
 "11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)", ,MAINC4,50,"...","Wages and salaries","Millions of dollars",3306.2,3597.5,3784.5,4328.6,4969.7,5547.5,6105.6,7032.1,8351.2,9920.8,11574.0,13300.6,15287.3,16149.5,17320.1,19784.3,21963.4,24051.2,26620.5,29780.0,32239.5,34604.0,34495.1,35566.5,35671.2,36751.4,38419.7,40807.0,44558.9,49561.7,53751.5,58478.9,61016.5,62316.2,66478.0,71171.9,75811.1,80617.1,83089.8,82839.4,76690.6,77897.6,80838.4,85049.1,86994.3,91740.4,99561.7,102098.8,107138.1
