GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,10,"...","Personal income (millions of dollars)","Millions of dollars",3861.6,4280.2,4715.7,5076.2,5475.2,5940.5,6441.5,6896.5,7473.6,8178.5,9010.7,10074.6,11169.1,12199.9,13127.6,14497.7,15512.2,16675.7,17728.8,19201.9,21131.3,22256.3,22968.2,24390.7,25155.6,25981.8,26894.7,27780.4,29169.3,30617.0,32095.8,34442.8,35859.7,36215.5,37610.2,39486.6,40806.3,42915.7,44715.0,47151.4,47748.1,49729.5,51506.0,53375.4,54442.6,56464.0,58777.6,59947.4,62678.6
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,45,"..."," Net earnings by place of residence","Millions of dollars",2926.2,3221.7,3530.9,3786.7,4022.5,4267.3,4452.8,4767.6,5149.6,5695.0,6232.4,6744.2,7266.0,7777.1,8351.1,9311.9,10060.9,10919.4,11798.2,12874.7,13894.1,14771.4,15091.1,16080.4,16626.6,17132.4,17425.4,17985.4,19002.2,19962.0,21400.0,23268.2,24228.0,24844.7,25744.7,26901.8,27433.6,28717.9,29639.0,30686.1,31122.1,32292.7,33177.9,34200.8,34937.3,35626.2,36707.1,37474.3,38834.4
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,50,"..."," Personal current transfer receipts","Millions of dollars",350.7,411.5,483.3,532.3,608.5,718.9,947.9,1031.8,1113.5,1181.2,1295.3,1524.1,1715.1,1898.1,2033.4,2088.8,2211.4,2307.2,2344.1,2495.0,2685.1,2911.0,3245.9,3672.6,3856.2,4023.1,4259.5,4440.2,4499.8,4784.1,4935.2,5057.4,5448.0,5861.0,6070.3,6408.7,6670.6,7085.9,7380.5,8312.6,9164.5,9782.7,10153.2,10047.4,10180.3,10526.6,11026.0,11423.0,12229.2
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,60,"...","  Income maintenance benefits 1/","Millions of dollars",24.3,31.3,41.2,39.3,37.9,61.3,79.9,93.9,100.5,101.1,106.4,132.7,142.8,160.9,168.2,159.2,163.2,176.3,177.6,196.4,222.1,265.1,309.5,363.5,399.0,418.7,425.6,416.6,391.9,427.0,427.8,432.5,480.7,510.1,534.6,564.7,589.3,611.3,642.1,682.8,816.2,879.7,900.8,915.3,925.3,937.2,938.3,918.2,908.3
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,70,"...","  Unemployment insurance compensation","Millions of dollars",14.0,25.8,31.9,35.4,27.9,39.7,108.5,93.2,70.8,61.9,55.8,72.8,62.6,71.7,74.8,62.0,66.9,65.8,57.7,61.8,76.0,88.6,146.8,234.3,155.7,116.8,120.3,101.7,81.1,72.3,76.7,83.3,128.0,190.1,180.2,131.1,131.2,130.4,128.8,202.9,467.6,519.1,428.6,400.0,272.6,133.2,126.1,119.1,123.2
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,80,"...","  Retirement and other","Millions of dollars",312.4,354.4,410.2,457.6,542.6,617.8,759.5,844.7,942.2,1018.2,1133.2,1318.6,1509.7,1665.5,1790.4,1867.6,1981.2,2065.1,2108.8,2236.8,2387.1,2557.2,2789.6,3074.8,3301.5,3487.6,3713.6,3921.9,4026.8,4284.9,4430.7,4541.6,4839.2,5160.8,5355.6,5712.9,5950.2,6344.2,6609.6,7426.8,7880.7,8383.9,8823.8,8732.1,8982.4,9456.3,9961.6,10385.7,11197.7
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,90,"..."," Dividends, interest, and rent 2/","Millions of dollars",584.8,647.0,701.5,757.2,844.2,954.4,1040.8,1097.0,1210.6,1302.4,1483.1,1806.3,2187.9,2524.8,2743.1,3097.0,3239.9,3449.0,3586.5,3832.1,4552.1,4574.0,4631.1,4637.7,4672.8,4826.3,5209.8,5354.8,5667.3,5870.9,5760.6,6117.2,6183.7,5509.8,5795.1,6176.1,6702.1,7111.9,7695.5,8152.7,7461.5,7654.1,8174.9,9127.2,9325.0,10311.2,11044.5,11050.1,11614.9
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,100,"..."," Population (persons) 3/","Number of persons",1002205,1013516,1032144,1048398,1049503,1047128,1049948,1049207,1053458,1056853,1055597,1049655,1050241,1051837,1056987,1059667,1063163,1068337,1072322,1082132,1089770,1099799,1108165,1115545,1120741,1124133,1124591,1121940,1117526,1115796,1116339,1119276,1122911,1129147,1138397,1145577,1150801,1157169,1160579,1164170,1166714,1168972,1169575,1171161,1172846,1173179,1173210,1173098,1176079
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,110,"..."," Per capita personal income 4/","Dollars",3853,4223,4569,4842,5217,5673,6135,6573,7094,7739,8536,9598,10635,11599,12420,13681,14591,15609,16533,17744,19391,20237,20726,21864,22445,23113,23915,24761,26102,27440,28751,30772,31935,32073,33038,34469,35459,37087,38528,40502,40925,42541,44038,45575,46419,48129,50100,51102,53295
 "89104","Albany-Schenectady, NY (Combined Statistical Area)", ,MAINC30,120,"..."," Per capita net earnings 4/","Dollars",2920,3179,3421,3612,3833,4075,4241,4544,4888,5389,5904,6425,6918,7394,7901,8788,9463,10221,11002,11898,12750,13431,13618,14415,14835,15241,15495,16031,17004,17890,19170,20789,21576,22003,22615,23483,23839,24817,25538,26359,26675,27625,28367,29202,29788,30367,31288,31945,33020
